engine_used,genre_labels,aggregated_rating,release_year,rating_count
Unreal Engine 4,RPG,70.5,2018.0,70
Unreal Engine 4, Simulator,70.5,2018.0,70
Unreal Engine 4, Strategy,70.5,2018.0,70
Unreal Engine 4, Adventure,70.5,2018.0,70
Unity,Simulator,70.0,2015.0,78
Unity, Strategy,70.0,2015.0,78
Unity, Adventure,70.0,2015.0,78
Unity, Indie,70.0,2015.0,78
Dragon Engine,RPG,82.44444444444444,2016.0,61
Dragon Engine, Hack and slash/Beat 'em up,82.44444444444444,2016.0,61
Dragon Engine, Adventure,82.44444444444444,2016.0,61
Fox Engine,Simulator,83.85714285714286,2015.0,72
Fox Engine, Sport,83.85714285714286,2015.0,72
Buddha,RPG,80.0,2010.0,79
Buddha, Turn-based strategy (TBS),80.0,2010.0,79
Buddha, Adventure,80.0,2010.0,79
Snowdrop,Shooter,60.0,2024.0,79
Unreal Engine 4,RPG,78.2,2022.0,68
Unreal Engine 4, Adventure,78.2,2022.0,68
Unity,Shooter,83.35714285714286,2015.0,64
Unity, Simulator,83.35714285714286,2015.0,64
Unity, Adventure,83.35714285714286,2015.0,64
Unity, Indie,83.35714285714286,2015.0,64
Unity, Arcade,83.35714285714286,2015.0,64
Fox Engine,Simulator,81.16666666666667,2014.0,66
Fox Engine, Sport,81.16666666666667,2014.0,66
Havok Physics,RPG,60.0,2012.0,76
 Creation Engine,RPG,60.0,2012.0,76
SAGE,Fighting,84.5,2006.0,78
SAGE, Real Time Strategy (RTS),84.5,2006.0,78
SAGE, Strategy,84.5,2006.0,78
SAGE, Adventure,84.5,2006.0,78
Twilight,Shooter,45.0,2008.0,76
Twilight, Puzzle,45.0,2008.0,76
Twilight, Adventure,45.0,2008.0,76
id Tech 4,Shooter,73.375,2011.0,68
Unreal Engine 4,RPG,75.25,2020.0,70
Unreal Engine 4, Indie,75.25,2020.0,70
Unity 4,Shooter,89.5,2018.0,74
Unity 4, Indie,89.5,2018.0,74
Adobe AIR,Point-and-click,79.0,2016.0,71
Adobe AIR, Puzzle,79.0,2016.0,71
Adobe AIR, Adventure,79.0,2016.0,71
Adobe AIR, Indie,79.0,2016.0,71
id Tech 1,Shooter,90.0,1995.0,78
Virtual Theatre,Point-and-click,70.71428571428571,2013.0,65
Virtual Theatre, Puzzle,70.71428571428571,2013.0,65
Virtual Theatre,RPG,70.71428571428571,2013.0,65
Virtual Theatre, Adventure,70.71428571428571,2013.0,65
XnGine,RPG,89.0,1996.0,78
XnGine, Adventure,89.0,1996.0,78
Unreal Engine 4,Fighting,75.0,2024.0,73
Unity,Platform,93.33333333333331,2023.0,73
Unity, Puzzle,93.33333333333331,2023.0,73
Unity, Adventure,93.33333333333331,2023.0,73
Unity, Indie,93.33333333333331,2023.0,73
Unreal Engine 4,RPG,91.75,2019.0,74
Unreal Engine 4, Adventure,91.75,2019.0,74
Unity,Puzzle,76.33333333333333,2017.0,67
Unity,RPG,76.33333333333333,2017.0,67
Unity, Adventure,76.33333333333333,2017.0,67
Unity, Indie,76.33333333333333,2017.0,67
Amazon Lumberyard,RPG,76.0,2021.0,70
Amazon Lumberyard, Adventure,76.0,2021.0,70
Twilight,Racing,73.33333333333333,2011.0,70
Starbreeze Engine,Shooter,80.83333333333333,2009.0,70
Unity,RPG,63.2,2019.0,72
Unity, Adventure,63.2,2019.0,72
Unity, Indie,63.2,2019.0,72
Unreal Engine 4,RPG,76.0,2019.0,69
Unreal Engine 4, Adventure,76.0,2019.0,69
Chrome Engine,RPG,89.0,2016.0,75
Chrome Engine, Adventure,89.0,2016.0,75
Unity,RPG,87.5,2017.0,73
OGRE,Platform,72.125,2017.0,66
OGRE, Puzzle,72.125,2017.0,66
OGRE, Adventure,72.125,2017.0,66
OGRE, Indie,72.125,2017.0,66
Serious Engine,Shooter,74.0,2009.0,74
Serious Engine, Indie,74.0,2009.0,74
Gamebryo,Shooter,67.0,2010.0,74
Gamebryo,RPG,67.0,2010.0,74
HPL,Puzzle,74.0,2007.0,73
HPL, Adventure,74.0,2007.0,73
HPL, Indie,74.0,2007.0,73
id Tech 4,Shooter,71.33333333333333,2012.0,73
Adventure Game Studio,Point-and-click,65.0,2011.0,74
Adventure Game Studio, Puzzle,65.0,2011.0,74
Adventure Game Studio,RPG,65.0,2011.0,74
Adventure Game Studio, Adventure,65.0,2011.0,74
Adventure Game Studio, Indie,65.0,2011.0,74
TheEngine,RPG,87.25,2008.0,72
TheEngine, Simulator,87.25,2008.0,72
TheEngine, Strategy,87.25,2008.0,72
TheEngine, Turn-based strategy (TBS),87.25,2008.0,72
EAGL,Racing,63.0,2010.0,73
EAGL, Simulator,63.0,2010.0,73
Messiah Engine,RPG,60.0,2022.0,75
RuneTek,RPG,77.0,2013.0,75
RuneTek, Adventure,77.0,2013.0,75
Unity,RPG,65.66666666666667,2018.0,73
Unity, Tactical,65.66666666666667,2018.0,73
Unity, Adventure,65.66666666666667,2018.0,73
Ego Engine,Racing,82.91666666666667,2017.0,61
Ego Engine, Simulator,82.91666666666667,2017.0,61
Ego Engine, Sport,82.91666666666667,2017.0,61
Unity,Real Time Strategy (RTS),85.0,2015.0,72
Unity,RPG,85.0,2015.0,72
Unity, Strategy,85.0,2015.0,72
Unity, Adventure,85.0,2015.0,72
Unity, Indie,85.0,2015.0,72
Ego Engine,Racing,75.2,2012.0,65
Ego Engine, Sport,75.2,2012.0,65
Unreal Engine,Shooter,74.33333333333333,2023.0,65
Unreal Engine,RPG,74.33333333333333,2023.0,65
Unreal Engine, Hack and slash/Beat 'em up,74.33333333333333,2023.0,65
Unreal Engine, Adventure,74.33333333333333,2023.0,65
Unreal Engine 3,RPG,74.22222222222223,2014.0,67
Unreal Engine 3, Strategy,74.22222222222223,2014.0,67
Unreal Engine 3, Adventure,74.22222222222223,2014.0,67
MT Framework,Shooter,79.83333333333333,2018.0,62
MT Framework, Platform,79.83333333333333,2018.0,62
MT Framework, Adventure,79.83333333333333,2018.0,62
Gamebryo,Shooter,81.0,2011.0,72
Gamebryo,RPG,81.0,2011.0,72
Virtools Engine,Point-and-click,68.33333333333333,2005.0,71
Virtools Engine, Puzzle,68.33333333333333,2005.0,71
Virtools Engine, Adventure,68.33333333333333,2005.0,71
Moai,Strategy,85.6,2015.0,63
Moai, Turn-based strategy (TBS),85.6,2015.0,63
Moai, Tactical,85.6,2015.0,63
Moai, Adventure,85.6,2015.0,63
Moai, Indie,85.6,2015.0,63
Slayer,Platform,78.0625,2014.0,59
Slayer, Hack and slash/Beat 'em up,78.0625,2014.0,59
Slayer, Adventure,78.0625,2014.0,59
RAGE,Shooter,66.0,2004.0,69
RAGE, Adventure,66.0,2004.0,69
Unreal Engine,Hack and slash/Beat 'em up,69.0,2012.0,64
RenderWare,Point-and-click,60.0,2003.0,73
RenderWare, Puzzle,60.0,2003.0,73
RenderWare, Adventure,60.0,2003.0,73
TW Engine 1,Real Time Strategy (RTS),90.0,2002.0,73
TW Engine 1, Strategy,90.0,2002.0,73
TW Engine 1, Turn-based strategy (TBS),90.0,2002.0,73
TW Engine 1, Tactical,90.0,2002.0,73
IW Engine,Shooter,74.75,2021.0,62
Unreal Engine 3,Simulator,86.42857142857143,2017.0,64
Unreal Engine 3, Strategy,86.42857142857143,2017.0,64
Unreal Engine 3, Turn-based strategy (TBS),86.42857142857143,2017.0,64
Unity,Simulator,75.0,2016.0,72
Unity, Strategy,75.0,2016.0,72
Unity, Adventure,75.0,2016.0,72
Unity, Indie,75.0,2016.0,72
Unity, Arcade,75.0,2016.0,72
Unreal Engine,Adventure,76.88235294117646,2016.0,56
Unreal Engine, Indie,76.88235294117646,2016.0,56
Slayer,Hack and slash/Beat 'em up,64.33333333333333,2005.0,70
Slayer, Adventure,64.33333333333333,2005.0,70
RenderWare,Adventure,72.25,2004.0,70
id Tech 1,Shooter,77.0,1997.0,72
TrueMotion,RPG,92.5,1995.0,71
YETI,Shooter,92.75,2006.0,68
YETI, Simulator,92.75,2006.0,68
YETI, Strategy,92.75,2006.0,68
YETI, Tactical,92.75,2006.0,68
Havok,Fighting,65.6,2005.0,68
Havok, Shooter,65.6,2005.0,68
Havok, Hack and slash/Beat 'em up,65.6,2005.0,68
Infinity Engine,RPG,86.0,2002.0,73
Infinity Engine, Strategy,86.0,2002.0,73
Havok,Shooter,82.5,2006.0,70
Havok, Racing,82.5,2006.0,70
Havok, Adventure,82.5,2006.0,70
Unreal Engine 3,Adventure,69.875,2012.0,65
Snowblind engine,RPG,85.33333333333333,2001.0,71
Snowblind engine, Hack and slash/Beat 'em up,85.33333333333333,2001.0,71
Unity,Puzzle,84.83333333333333,2022.0,64
Unity,RPG,84.83333333333333,2022.0,64
Unity, Adventure,84.83333333333333,2022.0,64
Unreal Engine,Platform,85.3,2020.0,60
Unreal Engine, Adventure,85.3,2020.0,60
MT Framework,RPG,91.23076923076924,2019.0,59
MT Framework, Adventure,91.23076923076924,2019.0,59
Unreal Engine 4,Shooter,70.8,2019.0,62
Unreal Engine 4, Hack and slash/Beat 'em up,70.8,2019.0,62
Unreal Engine 4, Adventure,70.8,2019.0,62
Unity,RPG,82.625,2017.0,65
Unity, Adventure,82.625,2017.0,65
Unity, Indie,82.625,2017.0,65
Unity,Strategy,75.0,2018.0,72
Unity, Adventure,75.0,2018.0,72
Unity, Indie,75.0,2018.0,72
GameMaker Studio 2,Puzzle,70.5,2019.0,69
GameMaker Studio 2,RPG,70.5,2019.0,69
GameMaker Studio 2, Simulator,70.5,2019.0,69
GameMaker Studio 2, Strategy,70.5,2019.0,69
GameMaker Studio 2, Adventure,70.5,2019.0,69
GameMaker Studio 2, Indie,70.5,2019.0,69
RenderWare,Shooter,66.33333333333333,2005.0,68
RenderWare, Adventure,66.33333333333333,2005.0,68
Custom built engine,Platform,72.5,2012.0,65
Custom built engine, Strategy,72.5,2012.0,65
Custom built engine, Indie,72.5,2012.0,65
Custom built engine, MOBA,72.5,2012.0,65
IW Engine,Shooter,83.0,2024.0,64
Proprietary Engine,Point-and-click,91.75,2022.0,62
Proprietary Engine, Puzzle,91.75,2022.0,62
Proprietary Engine, Adventure,91.75,2022.0,62
Unreal Engine,RPG,91.8,2024.0,65
Unreal Engine, Adventure,91.8,2024.0,65
Touch Video,Point-and-click,71.75,2019.0,67
Falling Everything Engine,Shooter,80.5,2020.0,68
Falling Everything Engine,RPG,80.5,2020.0,68
Falling Everything Engine, Simulator,80.5,2020.0,68
Falling Everything Engine, Adventure,80.5,2020.0,68
Falling Everything Engine, Indie,80.5,2020.0,68
Falling Everything Engine, Arcade,80.5,2020.0,68
RPG Maker XP,Point-and-click,93.0,2017.0,70
RPG Maker XP, Puzzle,93.0,2017.0,70
RPG Maker XP,RPG,93.0,2017.0,70
RPG Maker XP, Adventure,93.0,2017.0,70
RPG Maker XP, Indie,93.0,2017.0,70
RPG Maker XP, Arcade,93.0,2017.0,70
Unreal Engine 4,Shooter,82.5,2020.0,70
Unreal Engine 4, Simulator,82.5,2020.0,70
Unreal Engine 4, Strategy,82.5,2020.0,70
Unreal Engine 4, Tactical,82.5,2020.0,70
Unreal Engine 4, Indie,82.5,2020.0,70
Bluepoint Engine,Fighting,65.71428571428571,2012.0,64
Bluepoint Engine, Platform,65.71428571428571,2012.0,64
RenderWare,Platform,66.0,2005.0,66
RenderWare, Adventure,66.0,2005.0,66
Vision,RPG,64.0,2010.0,66
RenderWare,Platform,100.0,2003.0,71
RenderWare, Adventure,100.0,2003.0,71
Unreal Engine 3,Shooter,75.0,2008.0,65
Infernal Engine,Hack and slash/Beat 'em up,64.0,2004.0,69
Infernal Engine, Adventure,64.0,2004.0,69
Unreal Engine,Platform,86.33333333333333,2023.0,65
Unreal Engine, Adventure,86.33333333333333,2023.0,65
Unreal Engine 4,RPG,87.33333333333333,2021.0,63
Unreal Engine 4, Adventure,87.33333333333333,2021.0,63
Unity,Platform,78.0,2019.0,62
Unity, Puzzle,78.0,2019.0,62
Unity, Adventure,78.0,2019.0,62
Unity, Indie,78.0,2019.0,62
Unity,Simulator,61.5,2018.0,67
Unity, Indie,61.5,2018.0,67
Unreal Engine,Puzzle,78.0,2019.0,65
Unreal Engine, Adventure,78.0,2019.0,65
Unreal Engine, Indie,78.0,2019.0,65
Unity,Fighting,68.9,2015.0,60
Unity, Puzzle,68.9,2015.0,60
Unity, Simulator,68.9,2015.0,60
Unity, Strategy,68.9,2015.0,60
Unity, Indie,68.9,2015.0,60
Unity, Arcade,68.9,2015.0,60
Clickteam Fusion,Simulator,75.0,2015.0,70
Clickteam Fusion, Strategy,75.0,2015.0,70
Clickteam Fusion, Adventure,75.0,2015.0,70
Clickteam Fusion, Indie,75.0,2015.0,70
Unity,RPG,82.6,2015.0,66
Unity, Strategy,82.6,2015.0,66
Unity, Turn-based strategy (TBS),82.6,2015.0,66
Unity, Hack and slash/Beat 'em up,82.6,2015.0,66
Unity, Adventure,82.6,2015.0,66
Unity, Indie,82.6,2015.0,66
Unity, Card & Board Game,82.6,2015.0,66
Fox Engine,Simulator,79.5,2013.0,60
Fox Engine, Sport,79.5,2013.0,60
Build,Fighting,77.5,1997.0,71
Build, Shooter,77.5,1997.0,71
Blam! Engine,Shooter,70.0,2001.0,69
Blam! Engine, Hack and slash/Beat 'em up,70.0,2001.0,69
EngineX,Shooter,61.71428571428572,2008.0,62
Ubisoft Anvil,Shooter,68.0,2001.0,67
Ubisoft Anvil, Simulator,68.0,2001.0,67
Ubisoft Anvil, Strategy,68.0,2001.0,67
Ubisoft Anvil, Tactical,68.0,2001.0,67
Ubisoft Anvil, Adventure,68.0,2001.0,67
Unreal Engine 3,Shooter,70.77777777777777,2010.0,61
Unreal Engine 3, Adventure,70.77777777777777,2010.0,61
Unreal Engine 4,Hack and slash/Beat 'em up,68.28571428571429,2022.0,61
Unreal Engine 4, Adventure,68.28571428571429,2022.0,61
Unreal Engine 4, Indie,68.28571428571429,2022.0,61
Fox Engine,Simulator,73.0,2018.0,62
Fox Engine, Sport,73.0,2018.0,62
GH Engine,Music,81.4,2009.0,62
HPL,Puzzle,80.0,2008.0,68
HPL, Adventure,80.0,2008.0,68
HPL, Indie,80.0,2008.0,68
CryEngine,Shooter,54.0,2013.0,68
CryEngine,RPG,54.0,2013.0,68
CryEngine, Simulator,54.0,2013.0,68
CryEngine, Strategy,54.0,2013.0,68
CryEngine, Adventure,54.0,2013.0,68
Horizon,Shooter,57.25,2010.0,59
Unreal Engine,Fighting,73.71428571428571,2011.0,58
Unreal Engine,RPG,73.71428571428571,2011.0,58
Unreal Engine, Hack and slash/Beat 'em up,73.71428571428571,2011.0,58
Unreal Engine, Adventure,73.71428571428571,2011.0,58
Unreal Engine, Indie,73.71428571428571,2011.0,58
Odyssey,RPG,80.0,2007.0,67
Odyssey, Adventure,80.0,2007.0,67
Godot Engine,Simulator,80.0,2023.0,68
Godot Engine, Strategy,80.0,2023.0,68
Godot Engine, Indie,80.0,2023.0,68
Unity 2018,Simulator,70.0,2020.0,65
Unity 2018, Adventure,70.0,2020.0,65
Unity 2018, Indie,70.0,2020.0,65
Unity 2018, Visual Novel,70.0,2020.0,65
Unity,Puzzle,80.0,2017.0,68
Unity, Adventure,80.0,2017.0,68
Unity, Indie,80.0,2017.0,68
Unreal Engine 4,Fighting,69.0952380952381,2017.0,45
Unity,Puzzle,67.57142857142857,2016.0,61
Unity, Indie,67.57142857142857,2016.0,61
Unity, Arcade,67.57142857142857,2016.0,61
Onyx Engine,RPG,76.16666666666667,2011.0,60
Onyx Engine, Hack and slash/Beat 'em up,76.16666666666667,2011.0,60
Super Monkey Ball Engine,Racing,90.0,2003.0,66
Real Virtuality 3,Shooter,0.0,2009.0,65
Real Virtuality 3, Simulator,0.0,2009.0,65
Real Virtuality 3, Strategy,0.0,2009.0,65
Real Virtuality 3, Tactical,0.0,2009.0,65
Frostbite,Simulator,80.66666666666667,2022.0,63
Frostbite, Sport,80.66666666666667,2022.0,63
Unreal Engine 4,Music,88.6,2020.0,56
Unreal Engine 4, Puzzle,88.6,2020.0,56
Unreal Engine 4, Indie,88.6,2020.0,56
Unreal Engine 4, Arcade,88.6,2020.0,56
Unity,RPG,77.9090909090909,2017.0,55
Unity, Strategy,77.9090909090909,2017.0,55
Unity, Turn-based strategy (TBS),77.9090909090909,2017.0,55
Unity, Indie,77.9090909090909,2017.0,55
Orochi,RPG,75.66666666666667,2016.0,39
Orochi, Tactical,75.66666666666667,2016.0,39
Orochi, Adventure,75.66666666666667,2016.0,39
Gamebryo,Shooter,68.0,2011.0,65
Gamebryo,RPG,68.0,2011.0,65
Evolution,Shooter,70.4,2008.0,59
BigWorld,Shooter,82.4,2015.0,63
BigWorld, Real Time Strategy (RTS),82.4,2015.0,63
BigWorld, Simulator,82.4,2015.0,63
BigWorld, Tactical,82.4,2015.0,63
Frostbite,Shooter,85.0,2009.0,61
Unity,Shooter,0.0,2018.0,66
Unity, Strategy,0.0,2018.0,66
Unity, MOBA,0.0,2018.0,66
Unity,RPG,72.0,2017.0,57
Unity, Simulator,72.0,2017.0,57
Unity, Adventure,72.0,2017.0,57
Unity, Indie,72.0,2017.0,57
Unreal Engine,Puzzle,87.0,2020.0,65
Unreal Engine, Simulator,87.0,2020.0,65
Unreal Engine, Adventure,87.0,2020.0,65
Unreal Engine, Indie,87.0,2020.0,65
Unity,Puzzle,82.75,2014.0,59
Unity, Adventure,82.75,2014.0,59
Unity, Indie,82.75,2014.0,59
id Tech 3,Shooter,68.0,2002.0,63
Riot Engine,Adventure,50.75,2002.0,63
Chrome Engine,Shooter,50.83333333333334,2011.0,59
Chrome Engine, Adventure,50.83333333333334,2011.0,59
Unreal Engine 4,Shooter,71.22222222222223,2021.0,55
Unreal Engine 4,RPG,71.22222222222223,2021.0,55
Unreal Engine 4, Adventure,71.22222222222223,2021.0,55
Unreal Engine 4, Indie,71.22222222222223,2021.0,55
Fox Engine,Simulator,77.42857142857143,2019.0,57
Fox Engine, Sport,77.42857142857143,2019.0,57
Unreal Engine 4,Shooter,67.27272727272727,2020.0,53
Unreal Engine 4, Adventure,67.27272727272727,2020.0,53
Unreal Engine,Shooter,76.4,2014.0,59
Unreal Engine, Adventure,76.4,2014.0,59
Unity,RPG,76.0,2018.0,62
Unity, Strategy,76.0,2018.0,62
Unity, Turn-based strategy (TBS),76.0,2018.0,62
Unity, Adventure,76.0,2018.0,62
Unity, Indie,76.0,2018.0,62
Unity, Card & Board Game,76.0,2018.0,62
Unreal Engine,Platform,72.16666666666667,2017.0,51
Unreal Engine, Puzzle,72.16666666666667,2017.0,51
Unreal Engine, Simulator,72.16666666666667,2017.0,51
Unreal Engine, Adventure,72.16666666666667,2017.0,51
Unreal Engine, Indie,72.16666666666667,2017.0,51
Unreal Engine, Arcade,72.16666666666667,2017.0,51
Unity,RPG,79.75,2017.0,57
Unity, Adventure,79.75,2017.0,57
Unity, Indie,79.75,2017.0,57
Custom built engine,Platform,71.72727272727273,2016.0,52
Custom built engine, Puzzle,71.72727272727273,2016.0,52
Custom built engine, Adventure,71.72727272727273,2016.0,52
Serious Engine,Shooter,76.75,2010.0,64
Serious Engine, Indie,76.75,2010.0,64
Unity,Simulator,80.0,2015.0,65
Unity, Strategy,80.0,2015.0,65
Unity, Adventure,80.0,2015.0,65
Unity, Indie,80.0,2015.0,65
Unity,Puzzle,68.0,2017.0,62
Unity, Adventure,68.0,2017.0,62
Unity, Indie,68.0,2017.0,62
Unity,RPG,81.0,2014.0,63
Unity, Strategy,81.0,2014.0,63
Unity, Turn-based strategy (TBS),81.0,2014.0,63
Unity, Indie,81.0,2014.0,63
Unreal Engine,Platform,74.55555555555556,2012.0,56
Unreal Engine, Puzzle,74.55555555555556,2012.0,56
Unreal Engine, Adventure,74.55555555555556,2012.0,56
Unreal Engine, Indie,74.55555555555556,2012.0,56
Nod Engine,RPG,60.0,2000.0,64
Nod Engine, Adventure,60.0,2000.0,64
Unreal Engine,RPG,92.625,2021.0,55
Unreal Engine, Adventure,92.625,2021.0,55
Unity3D,Strategy,83.0,2020.0,62
Unity3D, Turn-based strategy (TBS),83.0,2020.0,62
Unity3D, Card & Board Game,83.0,2020.0,62
Genie Engine,Real Time Strategy (RTS),70.0,2018.0,60
Genie Engine, Simulator,70.0,2018.0,60
Genie Engine, Strategy,70.0,2018.0,60
Genie Engine, Adventure,70.0,2018.0,60
Unity,Simulator,65.0,2019.0,63
Unity, Strategy,65.0,2019.0,63
Unity, Indie,65.0,2019.0,63
Unity,Platform,62.09090909090909,2017.0,52
Unity,RPG,62.09090909090909,2017.0,52
Unity, Adventure,62.09090909090909,2017.0,52
Unity, Indie,62.09090909090909,2017.0,52
Gamebryo,Shooter,53.0,2011.0,63
Gamebryo,RPG,53.0,2011.0,63
AnvilNext,Adventure,80.0,2015.0,64
Unity 5,Racing,86.0,2013.0,63
Unity 5, Indie,86.0,2013.0,63
Unity 5, Arcade,86.0,2013.0,63
Unreal Engine 2,Shooter,60.5,2003.0,62
Asura,Shooter,68.25,2003.0,61
Asura, Tactical,68.25,2003.0,61
Sunshine Engine,Racing,76.33333333333333,2010.0,61
id Tech 1,Shooter,37.0,1995.0,63
id Tech 1, Puzzle,37.0,1995.0,63
id Tech 1,RPG,37.0,1995.0,63
MassTech,Real Time Strategy (RTS),94.0,2007.0,60
MassTech, Strategy,94.0,2007.0,60
id Tech 4,Shooter,74.5,2005.0,60
RUDE,Shooter,93.6,2023.0,56
RUDE, Platform,93.6,2023.0,56
RUDE, Adventure,93.6,2023.0,56
Ego Engine,Racing,80.83333333333333,2020.0,51
Ego Engine, Simulator,80.83333333333333,2020.0,51
Ego Engine, Sport,80.83333333333333,2020.0,51
Ego Engine, Adventure,80.83333333333333,2020.0,51
Unreal Engine,Shooter,80.36363636363636,2020.0,49
Unreal Engine, Adventure,80.36363636363636,2020.0,49
AGDS (Advanced Graphic Development System),Point-and-click,80.0,2003.0,63
AGDS (Advanced Graphic Development System), Adventure,80.0,2003.0,63
Stingray Engine,Shooter,80.0,2015.0,51
Stingray Engine,RPG,80.0,2015.0,51
Stingray Engine, Strategy,80.0,2015.0,51
Stingray Engine, Hack and slash/Beat 'em up,80.0,2015.0,51
Stingray Engine, Adventure,80.0,2015.0,51
Stingray Engine, Indie,80.0,2015.0,51
Unreal Engine,Adventure,66.0,2015.0,55
Unreal Engine, Indie,66.0,2015.0,55
Unreal Engine 3,Shooter,82.66666666666667,2011.0,57
Unreal Engine 3, Puzzle,82.66666666666667,2011.0,57
Unity,Puzzle,45.0,2012.0,63
Unity, Adventure,45.0,2012.0,63
Unity, Indie,45.0,2012.0,63
TheEngine,RPG,90.0,2009.0,62
TheEngine, Strategy,90.0,2009.0,62
TheEngine, Turn-based strategy (TBS),90.0,2009.0,62
TheEngine, Adventure,90.0,2009.0,62
Havok Physics,Shooter,66.0,2013.0,54
Firaxis LORE,Simulator,82.66666666666667,2012.0,58
Firaxis LORE, Strategy,82.66666666666667,2012.0,58
Firaxis LORE, Turn-based strategy (TBS),82.66666666666667,2012.0,58
LyN,Simulator,80.0,2011.0,55
LyN, Strategy,80.0,2011.0,55
LyN, Adventure,80.0,2011.0,55
Unreal Engine 5,Shooter,30.0,2024.0,61
Unreal Engine 5,RPG,30.0,2024.0,61
Unreal Engine 5, Adventure,30.0,2024.0,61
Unity,Simulator,78.66666666666667,2022.0,59
Unity, Indie,78.66666666666667,2022.0,59
Unity,RPG,76.66666666666667,2024.0,60
Unity, Hack and slash/Beat 'em up,76.66666666666667,2024.0,60
Unity, Adventure,76.66666666666667,2024.0,60
Unity, Indie,76.66666666666667,2024.0,60
Unity 2018,Adventure,70.33333333333333,2019.0,53
Unity 2018, Indie,70.33333333333333,2019.0,53
Unity,Puzzle,80.0,2017.0,48
Unity, Adventure,80.0,2017.0,48
Unity, Indie,80.0,2017.0,48
Chrome Engine,Shooter,80.5,2016.0,52
Chrome Engine, Adventure,80.5,2016.0,52
Unreal Engine 4,RPG,65.0,2019.0,50
Unreal Engine 4, Adventure,65.0,2019.0,50
Unreal Engine 4, Indie,65.0,2019.0,50
Ego Engine,Racing,78.07692307692308,2014.0,49
Ego Engine, Simulator,78.07692307692308,2014.0,49
Ego Engine, Sport,78.07692307692308,2014.0,49
Unity,Shooter,81.375,2019.0,53
Unity, Strategy,81.375,2019.0,53
Unity, Arcade,81.375,2019.0,53
Unreal Engine 4,Strategy,83.9090909090909,2020.0,49
Unreal Engine 4, Turn-based strategy (TBS),83.9090909090909,2020.0,49
Unreal Engine 4, Tactical,83.9090909090909,2020.0,49
CryEngine,Shooter,53.33333333333334,2017.0,44
CryEngine, Tactical,53.33333333333334,2017.0,44
Adventure Game Studio,Point-and-click,70.0,2006.0,59
Adventure Game Studio, Puzzle,70.0,2006.0,59
Adventure Game Studio, Adventure,70.0,2006.0,59
Adventure Game Studio, Indie,70.0,2006.0,59
Unreal Engine,Point-and-click,67.0,2016.0,52
Unreal Engine, Shooter,67.0,2016.0,52
Unreal Engine, Puzzle,67.0,2016.0,52
Unreal Engine, Adventure,67.0,2016.0,52
Unreal Engine, Indie,67.0,2016.0,52
Unreal Engine 3,Shooter,52.35,2016.0,37
Unreal Engine 3, Platform,52.35,2016.0,37
Unreal Engine 3, Adventure,52.35,2016.0,37
Unreal Engine 3, Arcade,52.35,2016.0,37
YETI,Shooter,83.75,2007.0,56
YETI, Simulator,83.75,2007.0,56
YETI, Strategy,83.75,2007.0,56
YETI, Tactical,83.75,2007.0,56
Infernal Engine,Shooter,69.85714285714286,2009.0,50
Infernal Engine, Adventure,69.85714285714286,2009.0,50
Naughty Dog Engine,Shooter,91.27272727272728,2022.0,44
Naughty Dog Engine, Adventure,91.27272727272728,2022.0,44
Unreal Engine 4,Hack and slash/Beat 'em up,64.0,2019.0,49
Unreal Engine 4, Adventure,64.0,2019.0,49
Unity,Strategy,84.5,2019.0,56
Unity, Turn-based strategy (TBS),84.5,2019.0,56
Unity, Card & Board Game,84.5,2019.0,56
Unity,RPG,74.4,2018.0,56
Unity, Hack and slash/Beat 'em up,74.4,2018.0,56
Unity, Adventure,74.4,2018.0,56
Unity, Indie,74.4,2018.0,56
Unity, Arcade,74.4,2018.0,56
Unreal Engine,Fighting,74.73333333333333,2017.0,42
Unreal Engine,RPG,74.73333333333333,2017.0,42
Unreal Engine, Adventure,74.73333333333333,2017.0,42
Unreal Engine, Indie,74.73333333333333,2017.0,42
Clickteam Fusion,Point-and-click,55.0,2015.0,58
Clickteam Fusion, Simulator,55.0,2015.0,58
Clickteam Fusion, Strategy,55.0,2015.0,58
Clickteam Fusion, Adventure,55.0,2015.0,58
Clickteam Fusion, Indie,55.0,2015.0,58
Unity,Puzzle,85.0,2020.0,60
Unity, Simulator,85.0,2020.0,60
Unity, Strategy,85.0,2020.0,60
Unity, Indie,85.0,2020.0,60
Source,Shooter,60.0,2010.0,60
GoldSrc,Shooter,70.5,2003.0,58
RAGE,Racing,80.0,2008.0,52
RAGE, Arcade,80.0,2008.0,52
Dunia Engine,Shooter,60.66666666666666,2009.0,52
Dunia Engine, Adventure,60.66666666666666,2009.0,52
Unreal Engine 2.5,RPG,80.0,2003.0,60
Unreal Engine 2.5, Adventure,80.0,2003.0,60
Hedgehog Engine,Platform,58.07142857142857,2013.0,45
Hedgehog Engine, Adventure,58.07142857142857,2013.0,45
MT Framework,Shooter,70.5,2010.0,52
MT Framework, Adventure,70.5,2010.0,52
Real Virtuality,Shooter,90.0,2001.0,60
Real Virtuality, Simulator,90.0,2001.0,60
Real Virtuality, Strategy,90.0,2001.0,60
Real Virtuality, Tactical,90.0,2001.0,60
Omen Engine,Shooter,90.0,2000.0,60
Omen Engine, Platform,90.0,2000.0,60
Omen Engine, Puzzle,90.0,2000.0,60
Omen Engine, Adventure,90.0,2000.0,60
Unreal Engine 5,Shooter,83.5,2023.0,52
